date,state,district,pincode,age_0_5,age_5_17,age_18_greater
11-11-2025,Maharashtra,Mumbai Suburban,400053,2,0,0
11-11-2025,Maharashtra,Mumbai Suburban,400071,2,0,0
11-11-2025,Maharashtra,Mumbai Suburban,400074,2,1,0
11-11-2025,Maharashtra,Mumbai Suburban,400078,3,0,0
16-11-2025,Maharashtra,Mumbai Suburban,400066,1,3,0
16-11-2025,Maharashtra,Mumbai Suburban,400078,6,2,0
16-11-2025,Maharashtra,Mumbai Suburban,400080,1,2,0
16-11-2025,Maharashtra,Mumbai Suburban,400086,2,0,0
16-11-2025,Maharashtra,Mumbai Suburban,400089,1,0,0
15-11-2025,Maharashtra,Mumbai Suburban,400063,5,0,0
15-11-2025,Maharashtra,Mumbai Suburban,400064,7,3,0
15-11-2025,Maharashtra,Mumbai Suburban,400074,9,2,1
15-11-2025,Maharashtra,Mumbai Suburban,400081,1,0,0
15-11-2025,Maharashtra,Mumbai Suburban,400091,1,1,0
17-11-2025,Maharashtra,Mumbai Suburban,400059,2,0,1
17-11-2025,Maharashtra,Mumbai Suburban,400076,2,1,1
17-11-2025,Maharashtra,Mumbai Suburban,400091,0,0,2
17-11-2025,Maharashtra,Mumbai Suburban,400102,2,0,0
17-11-2025,Maharashtra,Mumbai Suburban,400104,4,0,0
18-11-2025,Maharashtra,Mumbai Suburban,400050,1,0,0
18-11-2025,Maharashtra,Mumbai Suburban,400066,3,2,0
18-11-2025,Maharashtra,Mumbai Suburban,400078,4,0,0
18-11-2025,Maharashtra,Mumbai Suburban,400080,5,0,0
18-11-2025,Maharashtra,Mumbai Suburban,400081,1,0,0
18-11-2025,Maharashtra,Mumbai Suburban,400087,0,1,0
18-11-2025,Maharashtra,Mumbai Suburban,400093,2,1,0
18-11-2025,Maharashtra,Mumbai Suburban,400102,1,2,0
25-11-2025,Maharashtra,Mumbai Suburban,400054,2,0,0
25-11-2025,Maharashtra,Mumbai Suburban,400056,3,0,0
25-11-2025,Maharashtra,Mumbai Suburban,400064,6,0,0
25-11-2025,Maharashtra,Mumbai Suburban,400066,8,0,0
25-11-2025,Maharashtra,Mumbai Suburban,400076,1,1,0
25-11-2025,Maharashtra,Mumbai Suburban,400098,2,0,0
25-11-2025,Maharashtra,Mumbai Suburban,400101,7,2,0
25-11-2025,Maharashtra,Mumbai Suburban,400102,4,1,0
19-11-2025,Maharashtra,Mumbai Suburban,400053,6,2,2
19-11-2025,Maharashtra,Mumbai Suburban,400055,4,2,1
19-11-2025,Maharashtra,Mumbai Suburban,400056,1,2,4
19-11-2025,Maharashtra,Mumbai Suburban,400064,4,2,1
19-11-2025,Maharashtra,Mumbai Suburban,400066,4,2,2
19-11-2025,Maharashtra,Mumbai Suburban,400076,0,1,0
19-11-2025,Maharashtra,Mumbai Suburban,400084,2,0,0
19-11-2025,Maharashtra,Mumbai Suburban,400086,3,0,0
19-11-2025,Maharashtra,Mumbai Suburban,400088,4,0,0
19-11-2025,Maharashtra,Mumbai Suburban,400089,3,0,0
19-11-2025,Maharashtra,Mumbai Suburban,400093,1,0,2
19-11-2025,Maharashtra,Mumbai Suburban,400097,7,1,5
19-11-2025,Maharashtra,Mumbai Suburban,400104,3,1,0
15-12-2025,Maharashtra,Mumbai Suburban,400052,1,1,0
15-12-2025,Maharashtra,Mumbai Suburban,400055,6,0,0
15-12-2025,Maharashtra,Mumbai Suburban,400060,9,0,0
15-12-2025,Maharashtra,Mumbai Suburban,400066,12,1,0
15-12-2025,Maharashtra,Mumbai Suburban,400074,6,1,0
15-12-2025,Maharashtra,Mumbai Suburban,400075,3,2,0
15-12-2025,Maharashtra,Mumbai Suburban,400076,9,1,1
15-12-2025,Maharashtra,Mumbai Suburban,400081,3,1,0
15-12-2025,Maharashtra,Mumbai Suburban,400084,1,0,0
21-12-2025,Maharashtra,Mumbai Suburban,400076,4,0,0
21-12-2025,Maharashtra,Mumbai Suburban,400080,2,0,0
21-12-2025,Maharashtra,Mumbai Suburban,400084,1,0,0
21-12-2025,Maharashtra,Mumbai Suburban,400091,1,0,0
21-12-2025,Maharashtra,Mumbai Suburban,400101,4,1,0
22-12-2025,Maharashtra,Mumbai Suburban,400043,43,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400058,6,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400059,4,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400065,12,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400077,1,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400089,7,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400091,2,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400093,5,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400097,19,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400101,29,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400102,7,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400055,5,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400077,2,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400093,1,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400095,2,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400099,1,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400101,3,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400102,4,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400103,1,0,0
24-12-2025,Maharashtra,Mumbai Suburban,400043,15,2,0
24-12-2025,Maharashtra,Mumbai Suburban,400050,1,1,4
24-12-2025,Maharashtra,Mumbai Suburban,400054,0,1,1
24-12-2025,Maharashtra,Mumbai Suburban,400061,0,1,0
24-12-2025,Maharashtra,Mumbai Suburban,400065,1,0,0
24-12-2025,Maharashtra,Mumbai Suburban,400067,3,1,1
24-12-2025,Maharashtra,Mumbai Suburban,400068,1,1,0
24-12-2025,Maharashtra,Mumbai Suburban,400070,5,0,0
24-12-2025,Maharashtra,Mumbai Suburban,400071,4,0,0
24-12-2025,Maharashtra,Mumbai Suburban,400086,2,0,0
24-12-2025,Maharashtra,Mumbai Suburban,400088,1,2,0
25-12-2025,Maharashtra,Mumbai Suburban,400029,2,2,0
25-12-2025,Maharashtra,Mumbai Suburban,400042,0,1,0
25-12-2025,Maharashtra,Mumbai Suburban,400043,8,3,0
25-12-2025,Maharashtra,Mumbai Suburban,400056,1,0,0
25-12-2025,Maharashtra,Mumbai Suburban,400059,2,0,0
25-12-2025,Maharashtra,Mumbai Suburban,400065,1,0,0
25-12-2025,Maharashtra,Mumbai Suburban,400075,3,0,0
25-12-2025,Maharashtra,Mumbai Suburban,400081,1,0,0
25-12-2025,Maharashtra,Mumbai Suburban,400084,1,0,0
25-12-2025,Maharashtra,Mumbai Suburban,400086,1,3,0
25-12-2025,Maharashtra,Mumbai Suburban,400088,0,1,0
25-12-2025,Maharashtra,Mumbai Suburban,400104,3,2,5
27-12-2025,Maharashtra,Mumbai Suburban,400043,3,1,0
27-12-2025,Maharashtra,Mumbai Suburban,400052,1,1,0
27-12-2025,Maharashtra,Mumbai Suburban,400063,1,0,0
27-12-2025,Maharashtra,Mumbai Suburban,400083,4,0,0
27-12-2025,Maharashtra,Mumbai Suburban,400086,4,2,0
27-12-2025,Maharashtra,Mumbai Suburban,400103,4,0,0
26-12-2025,Maharashtra,Mumbai Suburban,400067,11,1,0
26-12-2025,Maharashtra,Mumbai Suburban,400080,3,2,0
26-12-2025,Maharashtra,Mumbai Suburban,400083,0,1,0
26-12-2025,Maharashtra,Mumbai Suburban,400089,1,1,0
26-12-2025,Maharashtra,Mumbai Suburban,400098,1,0,0
26-12-2025,Maharashtra,Mumbai Suburban,400104,2,1,0
28-12-2025,Maharashtra,Mumbai Suburban,400024,1,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400042,1,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400054,1,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400055,2,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400063,2,1,0
28-12-2025,Maharashtra,Mumbai Suburban,400087,1,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400094,3,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400101,5,1,0
29-12-2025,Maharashtra,Mumbai Suburban,400058,4,0,0
29-12-2025,Maharashtra,Mumbai Suburban,400063,2,0,0
29-12-2025,Maharashtra,Mumbai Suburban,400071,5,0,0
29-12-2025,Maharashtra,Mumbai Suburban,400074,4,1,0
29-12-2025,Maharashtra,Mumbai Suburban,400075,2,0,0
29-12-2025,Maharashtra,Mumbai Suburban,400077,3,0,0
29-12-2025,Maharashtra,Mumbai Suburban,400078,3,0,0
29-12-2025,Maharashtra,Mumbai Suburban,400080,7,1,0
29-12-2025,Maharashtra,Mumbai Suburban,400095,8,0,3
29-12-2025,Maharashtra,Mumbai Suburban,400101,2,2,0
29-12-2025,Maharashtra,Mumbai Suburban,400103,4,0,0
31-12-2025,Maharashtra,Mumbai Suburban,400024,0,1,1
31-12-2025,Maharashtra,Mumbai Suburban,400042,1,1,0
31-12-2025,Maharashtra,Mumbai Suburban,400051,3,4,0
31-12-2025,Maharashtra,Mumbai Suburban,400056,1,0,1
31-12-2025,Maharashtra,Mumbai Suburban,400061,1,1,0
31-12-2025,Maharashtra,Mumbai Suburban,400063,1,1,0
31-12-2025,Maharashtra,Mumbai Suburban,400064,2,1,0
31-12-2025,Maharashtra,Mumbai Suburban,400066,5,2,0
31-12-2025,Maharashtra,Mumbai Suburban,400070,5,3,2
31-12-2025,Maharashtra,Mumbai Suburban,400074,2,3,0
31-12-2025,Maharashtra,Mumbai Suburban,400083,4,0,0
31-12-2025,Maharashtra,Mumbai Suburban,400097,6,10,0
01-01-2026,Maharashtra,Mumbai Suburban,400042,7,2,0
01-01-2026,Maharashtra,Mumbai Suburban,400060,7,4,0
01-01-2026,Maharashtra,Mumbai Suburban,400076,3,1,1
01-01-2026,Maharashtra,Mumbai Suburban,400088,3,3,0
01-01-2026,Maharashtra,Mumbai Suburban,400104,10,3,0
02-01-2026,Maharashtra,Mumbai Suburban,400024,2,3,0
02-01-2026,Maharashtra,Mumbai Suburban,400050,1,1,1
02-01-2026,Maharashtra,Mumbai Suburban,400051,2,1,0
02-01-2026,Maharashtra,Mumbai Suburban,400054,1,0,0
02-01-2026,Maharashtra,Mumbai Suburban,400063,2,2,0
02-01-2026,Maharashtra,Mumbai Suburban,400084,2,0,0
02-01-2026,Maharashtra,Mumbai Suburban,400089,0,1,0
02-01-2026,Maharashtra,Mumbai Suburban,400091,1,0,0
02-01-2026,Maharashtra,Mumbai Suburban,400095,8,1,0
02-01-2026,Maharashtra,Mumbai Suburban,400099,4,1,0
02-01-2026,Maharashtra,Mumbai Suburban,400102,5,5,0
03-01-2026,Maharashtra,Mumbai Suburban,400059,0,2,0
03-01-2026,Maharashtra,Mumbai Suburban,400066,0,2,0
03-01-2026,Maharashtra,Mumbai Suburban,400072,1,1,0
03-01-2026,Maharashtra,Mumbai Suburban,400101,0,1,0
09-06-2025,Maharashtra,Mumbai Suburban,400051,5,2,0
09-06-2025,Maharashtra,Mumbai Suburban,400054,0,2,0
09-06-2025,Maharashtra,Mumbai Suburban,400063,1,1,0
09-06-2025,Maharashtra,Mumbai Suburban,400071,0,1,0
09-06-2025,Maharashtra,Mumbai Suburban,400072,6,1,1
09-06-2025,Maharashtra,Mumbai Suburban,400074,1,2,0
09-06-2025,Maharashtra,Mumbai Suburban,400075,0,0,1
09-06-2025,Maharashtra,Mumbai Suburban,400078,2,2,1
09-06-2025,Maharashtra,Mumbai Suburban,400084,1,1,0
09-06-2025,Maharashtra,Mumbai Suburban,400093,2,0,0
09-06-2025,Maharashtra,Mumbai Suburban,400097,5,5,0
09-06-2025,Maharashtra,Mumbai Suburban,400102,0,2,0
10-06-2025,Maharashtra,Mumbai Suburban,400042,1,0,0
10-06-2025,Maharashtra,Mumbai Suburban,400043,5,10,0
10-06-2025,Maharashtra,Mumbai Suburban,400051,2,1,0
10-06-2025,Maharashtra,Mumbai Suburban,400070,2,1,0
10-06-2025,Maharashtra,Mumbai Suburban,400095,6,3,0
10-06-2025,Maharashtra,Mumbai Suburban,400097,1,3,0
10-06-2025,Maharashtra,Mumbai Suburban,400102,3,2,0
10-06-2025,Maharashtra,Mumbai Suburban,400104,5,1,0
11-06-2025,Maharashtra,Mumbai Suburban,400057,1,0,0
11-06-2025,Maharashtra,Mumbai Suburban,400058,3,2,0
11-06-2025,Maharashtra,Mumbai Suburban,400066,1,1,0
11-06-2025,Maharashtra,Mumbai Suburban,400068,2,2,0
11-06-2025,Maharashtra,Mumbai Suburban,400071,4,1,0
11-06-2025,Maharashtra,Mumbai Suburban,400072,3,4,0
11-06-2025,Maharashtra,Mumbai Suburban,400091,0,3,0
11-06-2025,Maharashtra,Mumbai Suburban,400102,0,3,0
12-06-2025,Maharashtra,Mumbai Suburban,400024,2,1,0
12-06-2025,Maharashtra,Mumbai Suburban,400043,9,10,1
12-06-2025,Maharashtra,Mumbai Suburban,400050,1,1,0
12-06-2025,Maharashtra,Mumbai Suburban,400051,3,0,0
12-06-2025,Maharashtra,Mumbai Suburban,400053,1,0,0
12-06-2025,Maharashtra,Mumbai Suburban,400061,1,2,0
12-06-2025,Maharashtra,Mumbai Suburban,400065,1,1,0
12-06-2025,Maharashtra,Mumbai Suburban,400066,1,2,0
12-06-2025,Maharashtra,Mumbai Suburban,400068,1,0,0
12-06-2025,Maharashtra,Mumbai Suburban,400076,0,1,0
12-06-2025,Maharashtra,Mumbai Suburban,400077,1,0,0
12-06-2025,Maharashtra,Mumbai Suburban,400083,1,1,0
12-06-2025,Maharashtra,Mumbai Suburban,400104,5,1,0
13-06-2025,Maharashtra,Mumbai Suburban,400042,2,0,0
13-06-2025,Maharashtra,Mumbai Suburban,400058,1,2,0
13-06-2025,Maharashtra,Mumbai Suburban,400064,3,0,0
13-06-2025,Maharashtra,Mumbai Suburban,400086,1,1,0
13-06-2025,Maharashtra,Mumbai Suburban,400094,1,0,0
13-06-2025,Maharashtra,Mumbai Suburban,400104,3,2,0
14-06-2025,Maharashtra,Mumbai Suburban,400042,1,1,0
14-06-2025,Maharashtra,Mumbai Suburban,400065,2,2,0
14-06-2025,Maharashtra,Mumbai Suburban,400066,1,0,0
14-06-2025,Maharashtra,Mumbai Suburban,400080,1,1,0
14-06-2025,Maharashtra,Mumbai Suburban,400102,2,0,0
15-06-2025,Maharashtra,Mumbai Suburban,400043,0,0,1
15-06-2025,Maharashtra,Mumbai Suburban,400072,0,2,0
15-06-2025,Maharashtra,Mumbai Suburban,400104,1,0,0
17-06-2025,Maharashtra,Mumbai Suburban,400049,2,0,0
17-06-2025,Maharashtra,Mumbai Suburban,400051,3,2,0
17-06-2025,Maharashtra,Mumbai Suburban,400055,1,2,0
17-06-2025,Maharashtra,Mumbai Suburban,400060,0,2,0
17-06-2025,Maharashtra,Mumbai Suburban,400061,1,1,0
17-06-2025,Maharashtra,Mumbai Suburban,400068,2,6,0
17-06-2025,Maharashtra,Mumbai Suburban,400069,1,0,0
17-06-2025,Maharashtra,Mumbai Suburban,400081,0,0,1
17-06-2025,Maharashtra,Mumbai Suburban,400084,0,3,0
17-06-2025,Maharashtra,Mumbai Suburban,400097,3,4,0
16-06-2025,Maharashtra,Mumbai Suburban,400061,1,0,0
16-06-2025,Maharashtra,Mumbai Suburban,400064,2,0,0
16-06-2025,Maharashtra,Mumbai Suburban,400067,5,3,0
16-06-2025,Maharashtra,Mumbai Suburban,400069,1,0,0
16-06-2025,Maharashtra,Mumbai Suburban,400071,1,0,0
16-06-2025,Maharashtra,Mumbai Suburban,400072,2,2,0
16-06-2025,Maharashtra,Mumbai Suburban,400081,3,0,0
16-06-2025,Maharashtra,Mumbai Suburban,400085,0,0,1
16-06-2025,Maharashtra,Mumbai Suburban,400095,2,1,1
16-06-2025,Maharashtra,Mumbai Suburban,400097,1,0,0
18-06-2025,Maharashtra,Mumbai Suburban,400055,1,0,0
18-06-2025,Maharashtra,Mumbai Suburban,400070,1,0,0
18-06-2025,Maharashtra,Mumbai Suburban,400076,0,1,0
18-06-2025,Maharashtra,Mumbai Suburban,400083,2,1,0
18-06-2025,Maharashtra,Mumbai Suburban,400084,2,1,0
18-06-2025,Maharashtra,Mumbai Suburban,400086,9,0,2
18-06-2025,Maharashtra,Mumbai Suburban,400094,0,1,1
19-06-2025,Maharashtra,Mumbai Suburban,400042,1,0,0
19-06-2025,Maharashtra,Mumbai Suburban,400043,17,18,0
19-06-2025,Maharashtra,Mumbai Suburban,400049,1,0,0
19-06-2025,Maharashtra,Mumbai Suburban,400051,1,2,0
19-06-2025,Maharashtra,Mumbai Suburban,400054,0,1,1
19-06-2025,Maharashtra,Mumbai Suburban,400058,4,0,0
19-06-2025,Maharashtra,Mumbai Suburban,400067,1,5,0
19-06-2025,Maharashtra,Mumbai Suburban,400068,4,2,0
19-06-2025,Maharashtra,Mumbai Suburban,400070,6,8,0
19-06-2025,Maharashtra,Mumbai Suburban,400077,0,3,0
01-09-2025,Maharashtra,Mumbai Suburban,400061,0,1,0
01-09-2025,Maharashtra,Mumbai Suburban,400066,1,0,0
01-09-2025,Maharashtra,Mumbai Suburban,400080,4,1,0
01-09-2025,Maharashtra,Mumbai Suburban,400092,4,1,0
01-09-2025,Maharashtra,Mumbai Suburban,400095,3,0,0
01-05-2025,Maharashtra,Mumbai Suburban,400080,43,14,13
01-05-2025,Maharashtra,Mumbai Suburban,400070,85,40,11
01-05-2025,Maharashtra,Mumbai Suburban,400071,34,15,11
01-07-2025,Maharashtra,Mumbai Suburban,400072,495,364,23
01-07-2025,Maharashtra,Mumbai Suburban,400071,186,95,20
01-07-2025,Maharashtra,Mumbai Suburban,400076,69,24,18
01-07-2025,Maharashtra,Mumbai Suburban,400088,189,81,11
01-04-2025,Maharashtra,Mumbai Suburban,400070,135,34,22
03-09-2025,Maharashtra,Mumbai Suburban,400050,1,0,1
03-09-2025,Maharashtra,Mumbai Suburban,400055,1,1,0
03-09-2025,Maharashtra,Mumbai Suburban,400057,0,1,0
03-09-2025,Maharashtra,Mumbai Suburban,400083,2,0,0
03-09-2025,Maharashtra,Mumbai Suburban,400095,4,6,0
02-09-2025,Maharashtra,Mumbai Suburban,400078,2,0,0
02-09-2025,Maharashtra,Mumbai Suburban,400088,4,0,1
02-09-2025,Maharashtra,Mumbai Suburban,400097,4,0,0
06-09-2025,Maharashtra,Mumbai Suburban,400043,1,3,0
06-09-2025,Maharashtra,Mumbai Suburban,400058,1,0,0
06-09-2025,Maharashtra,Mumbai Suburban,400066,1,2,0
06-09-2025,Maharashtra,Mumbai Suburban,400067,2,1,0
06-09-2025,Maharashtra,Mumbai Suburban,400068,1,0,0
06-09-2025,Maharashtra,Mumbai Suburban,400097,6,3,0
04-09-2025,Maharashtra,Mumbai Suburban,400042,2,0,0
04-09-2025,Maharashtra,Mumbai Suburban,400043,7,3,0
04-09-2025,Maharashtra,Mumbai Suburban,400049,1,0,0
04-09-2025,Maharashtra,Mumbai Suburban,400064,2,1,0
04-09-2025,Maharashtra,Mumbai Suburban,400079,1,0,0
04-09-2025,Maharashtra,Mumbai Suburban,400080,0,1,0
04-09-2025,Maharashtra,Mumbai Suburban,400083,1,0,0
04-09-2025,Maharashtra,Mumbai Suburban,400086,5,2,0
04-09-2025,Maharashtra,Mumbai Suburban,400093,1,1,0
04-09-2025,Maharashtra,Mumbai Suburban,400102,5,1,0
04-09-2025,Maharashtra,Mumbai Suburban,400104,2,0,0
05-09-2025,Maharashtra,Mumbai Suburban,400055,1,0,0
05-09-2025,Maharashtra,Mumbai Suburban,400058,2,0,0
05-09-2025,Maharashtra,Mumbai Suburban,400068,0,2,0
05-09-2025,Maharashtra,Mumbai Suburban,400071,1,2,0
05-09-2025,Maharashtra,Mumbai Suburban,400079,2,0,0
05-09-2025,Maharashtra,Mumbai Suburban,400082,1,0,0
05-09-2025,Maharashtra,Mumbai Suburban,400095,1,0,1
07-09-2025,Maharashtra,Mumbai Suburban,400042,1,0,0
07-09-2025,Maharashtra,Mumbai Suburban,400050,3,0,0
07-09-2025,Maharashtra,Mumbai Suburban,400067,3,0,0
07-09-2025,Maharashtra,Mumbai Suburban,400072,1,1,0
07-09-2025,Maharashtra,Mumbai Suburban,400076,1,0,0
07-09-2025,Maharashtra,Mumbai Suburban,400086,2,0,0
07-09-2025,Maharashtra,Mumbai Suburban,400097,1,3,0
07-09-2025,Maharashtra,Mumbai Suburban,400104,0,2,0
08-09-2025,Maharashtra,Mumbai Suburban,400054,1,0,1
08-09-2025,Maharashtra,Mumbai Suburban,400064,1,0,0
08-09-2025,Maharashtra,Mumbai Suburban,400066,1,0,0
08-09-2025,Maharashtra,Mumbai Suburban,400070,3,0,0
08-09-2025,Maharashtra,Mumbai Suburban,400072,1,0,0
08-09-2025,Maharashtra,Mumbai Suburban,400077,1,0,0
08-09-2025,Maharashtra,Mumbai Suburban,400089,0,2,0
08-09-2025,Maharashtra,Mumbai Suburban,400093,2,0,0
08-09-2025,Maharashtra,Mumbai Suburban,400099,0,1,0
09-09-2025,Maharashtra,Mumbai Suburban,400050,2,1,0
09-09-2025,Maharashtra,Mumbai Suburban,400057,2,0,0
09-09-2025,Maharashtra,Mumbai Suburban,400068,3,0,0
09-09-2025,Maharashtra,Mumbai Suburban,400071,1,0,0
09-09-2025,Maharashtra,Mumbai Suburban,400074,4,1,0
09-09-2025,Maharashtra,Mumbai Suburban,400076,1,0,0
09-09-2025,Maharashtra,Mumbai Suburban,400079,1,0,0
09-09-2025,Maharashtra,Mumbai Suburban,400095,1,5,0
11-09-2025,Maharashtra,Mumbai Suburban,400043,19,7,0
11-09-2025,Maharashtra,Mumbai Suburban,400050,1,0,0
11-09-2025,Maharashtra,Mumbai Suburban,400065,1,1,0
11-09-2025,Maharashtra,Mumbai Suburban,400068,6,3,0
11-09-2025,Maharashtra,Mumbai Suburban,400072,7,4,0
11-09-2025,Maharashtra,Mumbai Suburban,400084,2,0,0
11-09-2025,Maharashtra,Mumbai Suburban,400088,3,0,0
10-09-2025,Maharashtra,Mumbai Suburban,400049,1,0,0
10-09-2025,Maharashtra,Mumbai Suburban,400063,1,0,0
10-09-2025,Maharashtra,Mumbai Suburban,400068,1,1,0
10-09-2025,Maharashtra,Mumbai Suburban,400074,2,1,0
10-09-2025,Maharashtra,Mumbai Suburban,400077,2,1,0
10-09-2025,Maharashtra,Mumbai Suburban,400078,2,0,0
10-09-2025,Maharashtra,Mumbai Suburban,400079,1,0,0
10-09-2025,Maharashtra,Mumbai Suburban,400094,1,0,0
10-09-2025,Maharashtra,Mumbai Suburban,400097,3,1,0
14-09-2025,Maharashtra,Mumbai Suburban,400050,3,0,0
14-09-2025,Maharashtra,Mumbai Suburban,400056,1,0,0
14-09-2025,Maharashtra,Mumbai Suburban,400065,1,0,0
14-09-2025,Maharashtra,Mumbai Suburban,400068,1,0,0
13-09-2025,Maharashtra,Mumbai Suburban,400024,2,2,0
13-09-2025,Maharashtra,Mumbai Suburban,400052,1,0,0
13-09-2025,Maharashtra,Mumbai Suburban,400055,1,0,0
13-09-2025,Maharashtra,Mumbai Suburban,400057,2,0,0
13-09-2025,Maharashtra,Mumbai Suburban,400059,3,1,0
13-09-2025,Maharashtra,Mumbai Suburban,400067,3,1,0
13-09-2025,Maharashtra,Mumbai Suburban,400072,6,2,0
13-09-2025,Maharashtra,Mumbai Suburban,400074,1,0,0
13-09-2025,Maharashtra,Mumbai Suburban,400079,0,1,0
13-09-2025,Maharashtra,Mumbai Suburban,400080,0,3,0
13-09-2025,Maharashtra,Mumbai Suburban,400087,1,0,0
13-09-2025,Maharashtra,Mumbai Suburban,400088,8,1,0
13-09-2025,Maharashtra,Mumbai Suburban,400102,1,1,0
12-09-2025,Maharashtra,Mumbai Suburban,400060,2,0,0
12-09-2025,Maharashtra,Mumbai Suburban,400065,2,3,0
12-09-2025,Maharashtra,Mumbai Suburban,400083,1,0,0
12-09-2025,Maharashtra,Mumbai Suburban,400086,1,0,0
12-09-2025,Maharashtra,Mumbai Suburban,400088,6,3,0
12-09-2025,Maharashtra,Mumbai Suburban,400091,1,0,0
12-09-2025,Maharashtra,Mumbai Suburban,400097,3,2,0
16-09-2025,Maharashtra,Mumbai Suburban,400024,1,0,0
16-09-2025,Maharashtra,Mumbai Suburban,400060,3,0,0
16-09-2025,Maharashtra,Mumbai Suburban,400061,1,0,0
16-09-2025,Maharashtra,Mumbai Suburban,400064,5,0,0
16-09-2025,Maharashtra,Mumbai Suburban,400069,1,0,0
16-09-2025,Maharashtra,Mumbai Suburban,400070,5,2,0
16-09-2025,Maharashtra,Mumbai Suburban,400078,3,2,0
16-09-2025,Maharashtra,Mumbai Suburban,400083,1,2,0
16-09-2025,Maharashtra,Mumbai Suburban,400086,6,1,0
16-09-2025,Maharashtra,Mumbai Suburban,400102,4,1,0
16-09-2025,Maharashtra,Mumbai Suburban,400104,1,1,0
15-09-2025,Maharashtra,Mumbai Suburban,400061,1,0,0
15-09-2025,Maharashtra,Mumbai Suburban,400065,0,1,0
15-09-2025,Maharashtra,Mumbai Suburban,400067,0,2,0
15-09-2025,Maharashtra,Mumbai Suburban,400078,5,0,0
15-09-2025,Maharashtra,Mumbai Suburban,400093,1,0,0
17-09-2025,Maharashtra,Mumbai Suburban,400043,12,8,0
17-09-2025,Maharashtra,Mumbai Suburban,400054,2,0,0
17-09-2025,Maharashtra,Mumbai Suburban,400068,3,1,0
17-09-2025,Maharashtra,Mumbai Suburban,400072,7,1,0
17-09-2025,Maharashtra,Mumbai Suburban,400091,1,0,0
17-09-2025,Maharashtra,Mumbai Suburban,400092,0,1,0
17-09-2025,Maharashtra,Mumbai Suburban,400094,0,1,0
19-09-2025,Maharashtra,Mumbai Suburban,400043,6,7,0
19-09-2025,Maharashtra,Mumbai Suburban,400049,3,0,0
19-09-2025,Maharashtra,Mumbai Suburban,400050,1,3,0
19-09-2025,Maharashtra,Mumbai Suburban,400057,3,0,0
19-09-2025,Maharashtra,Mumbai Suburban,400059,3,0,0
19-09-2025,Maharashtra,Mumbai Suburban,400063,2,1,0
19-09-2025,Maharashtra,Mumbai Suburban,400083,0,1,0
19-09-2025,Maharashtra,Mumbai Suburban,400089,1,1,0
19-09-2025,Maharashtra,Mumbai Suburban,400094,1,0,0
18-09-2025,Maharashtra,Mumbai Suburban,400055,2,1,0
18-09-2025,Maharashtra,Mumbai Suburban,400056,1,0,0
18-09-2025,Maharashtra,Mumbai Suburban,400059,4,0,0
18-09-2025,Maharashtra,Mumbai Suburban,400061,1,0,0
18-09-2025,Maharashtra,Mumbai Suburban,400067,6,1,0
18-09-2025,Maharashtra,Mumbai Suburban,400074,1,1,0
18-09-2025,Maharashtra,Mumbai Suburban,400075,1,1,0
18-09-2025,Maharashtra,Mumbai Suburban,400093,3,1,0
18-09-2025,Maharashtra,Mumbai Suburban,400097,1,1,0
18-09-2025,Maharashtra,Mumbai Suburban,400101,3,0,0
20-09-2025,Maharashtra,Mumbai Suburban,400042,3,0,0
20-09-2025,Maharashtra,Mumbai Suburban,400056,1,0,0
20-09-2025,Maharashtra,Mumbai Suburban,400058,6,0,0
20-09-2025,Maharashtra,Mumbai Suburban,400065,3,0,0
20-09-2025,Maharashtra,Mumbai Suburban,400069,1,0,0
20-09-2025,Maharashtra,Mumbai Suburban,400071,6,1,0
20-09-2025,Maharashtra,Mumbai Suburban,400093,5,1,0
20-09-2025,Maharashtra,Mumbai Suburban,400095,6,7,0
20-09-2025,Maharashtra,Mumbai Suburban,400097,4,3,0
22-09-2025,Maharashtra,Mumbai Suburban,400024,1,0,0
22-09-2025,Maharashtra,Mumbai Suburban,400051,2,0,0
22-09-2025,Maharashtra,Mumbai Suburban,400065,1,0,0
